COMPANY_ID,COMPANY_NAME,SALES_2024
C00028,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,1810831
C00029,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,415095
C00030,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,987660
C00031,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,1132614
C00032,Aeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfb,23444
C00033,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,1010078
C00034,Aeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,486710
C00035,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,412936
C00036,Chpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouaeiou,1290325
C00037,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,494951
C00038,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,507681
C00039,Aeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,939013
C00040,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouaeiouchpxlqjndzvrtksywmgfb,530604
C00041,Aeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiou,61659
C00042,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,1565969
C00043,Aeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,628486
C00044,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfb,779414
C00045,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,33016
C00046,Chpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,691972
C00047,Aeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiouaeiouaeiouaeiou,1063859
C00048,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiou,126841
C00049,Aeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,1164022
C00050,Aeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfb,1805532
C00051,Aeiouaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,710108
C00052,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,212772
C00053,Chpxlqjndzvrtksywmgfbaeiouaeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,645327
C00054,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouaeiou,56887
C00055,Aeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiou,413395
C00056,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,640271
C00057,Aeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiouaeiou,652839
C00058,Chpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,400162
C00059,Aeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,116803
C00060,Aeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiou,975044
C00061,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,350574
C00062,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,77289
C00063,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouaeiou,447008
C00064,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiou,839425
C00065,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,593108
C00066,Aeiouaeiouaeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,348886
C00067,Chpxlqjndzvrtksywmgfbaeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiou,753162
C00068,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiou,62829
C00069,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,1113277
C00070,Chpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiou,536716
C00071,Aeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiou,699106
C00072,Aeiouaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfb,940746
C00073,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,1760354
C00074,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,503641
C00075,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,691071
C00076,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiou,1568427
C00077,Aeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiouaeiouaeiou,1353425
C00078,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfb,925553
C00079,Aeiouaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,1438827
C00080,Aeiouaeiouaeiouaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,1750278
C00081,Aeiouaeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbaeiou,949848
C00082,Aeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiou,1574259
C00083,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,1434038
C00084,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,1986457
C00085,Aeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,602994
C00086,Aeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,990443
C00087,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,88454
C00088,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,470452
C00089,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiou,528858
C00090,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiou,1050790
C00091,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouaeiouchpxlqjndzvrtksywmgfb,302688
C00092,Chpxlqjndzvrtksywmgfbaeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,653123
C00093,Aeiouaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,55481
C00094,Aeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfb,634540
C00095,Aeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,25198
C00096,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiou,1874345
C00097,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiou,617343
C00098,Aeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiou,73678
C00099,Aeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfb,672036
C00100,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiou,1307531
C00101,Chpxlqjndzvrtksywmgfbaeiouaeiouaeiouchpxlqjndzvrtksywmgfb,215698
C00102,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,477148
C00103,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,233406
C00104,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,46439
C00105,Aeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,691043
C00106,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfb,1535780
C00107,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,657593
C00108,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,172913
C00109,Chpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbaeiou,703900
C00110,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,551929
C00111,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiou,1033229
C00112,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiou,477693
C00113,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,61724
C00114,Aeiouaeiouaeiouaeiouaeiou,388924
C00115,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfb,74325
C00116,Chpxlqjndzvrtksywmgfbaeiouaeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouaeiou,661789
C00117,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,1370413
C00118,Aeiouaeiouaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,631407
C00119,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouaeiou,162625
C00120,Aeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,265056
C00121,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,600361
C00122,Chpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiou,606849
C00123,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbaeiou,1018213
C00124,Aeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiouaeiouchpxlqjndzvrtksywmgfb,1001231
C00125,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,1396050
C00126,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,1872207
C00127,Aeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiouaeiou,406629
C00128,Aeiouaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouaeiou,661022
C00129,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,591901
C00130,Aeiouaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,655312
C00131,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,643563
C00132,Aeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,940120
C00133,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,604514
C00134,Aeiouaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,323643
C00135,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiou,1247201
C00136,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,609751
C00137,Aeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,1456822
C00138,Aeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiou,1286419
C00139,Chpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,196269
C00140,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,509769
C00141,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfb,1489108
C00142,Aeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiou,1491270
C00143,Chpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiou,306428
C00144,Chpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiou,1680148
C00145,Aeiouaeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,595606
C00146,Chpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,216883
C00147,Aeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,5199
C00148,Aeiouaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouaeiou,291964
C00149,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiou,1949274
C00150,Chpxlqjndzvrtksywmgfbaeiouaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,1944631
C00151,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,1795597
C00152,Aeiouaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,71926
C00153,Aeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,1286957
C00154,Aeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiou,879358
C00155,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiou,311956
C00156,Chpxlqjndzvrtksywmgfbaeiouaeiouaeiouaeiouaeiouaeiou,127389
C00157,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouaeiou,1300619
C00158,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiou,1941320
C00159,Aeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,224478
